isin,listing,trade_currency,ticker,reuters_ric,bloomberg,market_maker
IE00B4JNQZ49,XETRA,EUR,QDVH,QDVH.DE 309UINAV.DE,QDVH GY INAVIFNE,
LU0950670850,Bolsa Mexicana de Valores,MXN,-,UKGBPBN.MX,UKGBPBN MM,ABN AMRO Clearing Bank N.V. Baader Bank AG Banca IMI S.p.A. Bank Julius Baer & Co. AG Barclays Capital Securities Limited Bluefin Europe LLP Citigroup Global Markets Limited Credit Suisse Sec. (Europe) Limited Deutsche Bank AG DRW Global Markets Ltd Flow Traders B.V. Goldman Sachs International HSBC Bank plc Jane Street Financial Limited JP Morgan Securities PLC Merrill Lynch International Morgan Stanley & Co International plc Optiver V.O.F RBC Europe Ltd Societe Generale Susquehanna International Securities Limited UBS AG UniCredit Bank AG Virtu Financial Ireland Limited
LU0950670850,Borsa Italiana,EUR,UKGBPB,UKGBPB.MI UKGBPBEURINAV=SOLA,UKGBPB IM UKGBEUIV,ABN AMRO Clearing Bank N.V. Baader Bank AG Banca IMI S.p.A. Bank Julius Baer & Co. AG Barclays Capital Securities Limited Bluefin Europe LLP Citigroup Global Markets Limited Credit Suisse Sec. (Europe) Limited Deutsche Bank AG DRW Global Markets Ltd Flow Traders B.V. Goldman Sachs International HSBC Bank plc Jane Street Financial Limited JP Morgan Securities PLC Merrill Lynch International Morgan Stanley & Co International plc Optiver V.O.F RBC Europe Ltd Societe Generale Susquehanna International Securities Limited UBS AG UniCredit Bank AG Virtu Financial Ireland Limited
LU0950670850,London Stock Exchange,GBX,UC64,UC64.L IUKGBPBINAV=SOLA,UC64 LN UETFUC64,ABN AMRO Clearing Bank N.V. Baader Bank AG Banca IMI S.p.A. Bank Julius Baer & Co. AG Barclays Capital Securities Limited Bluefin Europe LLP Citigroup Global Markets Limited Credit Suisse Sec. (Europe) Limited Deutsche Bank AG DRW Global Markets Ltd Flow Traders B.V. Goldman Sachs International HSBC Bank plc Jane Street Financial Limited JP Morgan Securities PLC Merrill Lynch International Morgan Stanley & Co International plc Optiver V.O.F RBC Europe Ltd Societe Generale Susquehanna International Securities Limited UBS AG UniCredit Bank AG Virtu Financial Ireland Limited
LU0950670850,SIX Swiss Exchange,GBP,UKGBPB,UKGBPB.S UKGBPBGBPINAV=SOLA,UKGBPB SW IUKGBPBS,ABN AMRO Clearing Bank N.V. Baader Bank AG Banca IMI S.p.A. Bank Julius Baer & Co. AG Barclays Capital Securities Limited Bluefin Europe LLP Citigroup Global Markets Limited Credit Suisse Sec. (Europe) Limited Deutsche Bank AG DRW Global Markets Ltd Flow Traders B.V. Goldman Sachs International HSBC Bank plc Jane Street Financial Limited JP Morgan Securities PLC Merrill Lynch International Morgan Stanley & Co International plc Optiver V.O.F RBC Europe Ltd Societe Generale Susquehanna International Securities Limited UBS AG UniCredit Bank AG Virtu Financial Ireland Limited
IE00B3VTMJ91,London Stock Exchange,GBX,CE31,- -,- -,-
IE00B3VTMJ91,gettex,EUR,SXRN,- -,- -,-
IE00B3VTMJ91,Stuttgart Stock Exchange,EUR,SXRN,- -,- -,-
IE00B3VTMJ91,Bolsa Mexicana de Valores,EUR,-,CBE3N.MX,CBE3N MM,
IE00B3VTMJ91,Borsa Italiana,EUR,CSBGE3,CSBGE3.MI IXM015.DE,CSBGE3 IM IXM015,
IE00B3VTMJ91,London Stock Exchange,EUR,CBE3,CBE3.L IXM015.DE,CBE3 LN IXM015,
IE00B3VTMJ91,London Stock Exchange,GBP,-,CE31.L IXM0152.DE,CE31 LN IXM0152,
IE00B3VTMJ91,SIX Swiss Exchange,EUR,CSBGE3,CSBGE3.S IXM015.DE,CSBGE3 SE IXM015,
CH0226976816,SIX Swiss Exchange,CHF,CHCORP,CHCORP.S 03V6INAV.DE,CHCORP SE INAVCHCC,
IE00B14X4Q57,gettex,EUR,IBCA,- -,- -,-
IE00B14X4Q57,Stuttgart Stock Exchange,EUR,IBCA,- -,- -,-
IE00B14X4Q57,Bolsa Mexicana de Valores,MXN,-,IBGSN.MX,IBGSN MM,
IE00B14X4Q57,Borsa Italiana,EUR,IBGS,IBGS.MI IBGSINAV.DE,IBGS IM INAVEGBE,
IE00B14X4Q57,Euronext Amsterdam,EUR,IBGS,IBGS.AS IBGSINAV.DE,IBGS NA INAVEGBE,
IE00B14X4Q57,London Stock Exchange,GBP,IBGS,IBGS.L IBGSGBPINAV.DE,IBGS LN INAVEGBP,
IE00B14X4Q57,London Stock Exchange,EUR,IEGS,IEGS.L IBGSINAV.DE,IEGS LN INAVEGBE,
IE00B14X4Q57,SIX Swiss Exchange,CHF,IBGS,IBGS.S IBGSCHFINAV.DE,IBGS SE INAVEGBC,
IE00B14X4Q57,XETRA,EUR,IBCA,IBCA.DE IBGSGBPINAV.DE,IBCA GY INAVEGBP,
IE00BK5BQW10,gettex,EUR,VNRA,- -,- -,-
IE00BK5BQW10,Stuttgart Stock Exchange,EUR,VNRA,- -,- -,-
IE00BK5BQW10,Borsa Italiana,EUR,VNRA,,IVNRAEUR,
IE00BK5BQW10,Frankfurt Stock Exchange,EUR,-,,IVNRAEUR,
IE00BK5BQW10,London Stock Exchange,USD,VNRA,VNRA.L,VNRA LN IVNRAUSD,
IE00BK5BQW10,London Stock Exchange,GBP,VNRG,VNRG.L,VNRG LN IVNRAGBP,
IE00BK5BQW10,SIX Swiss Exchange,CHF,VNRA,VNRA.S,VNRA SW IVNRACHF,
IE00BK5BQW10,XETRA,EUR,VNRA,VNRA.DE,VNRA GY IVNRAEUR,
IE000O5FBC47,Borsa Italiana,EUR,PABUS,- -,- -,-
IE000O5FBC47,gettex,EUR,ZPA5,- -,- -,-
IE000O5FBC47,Bolsa Mexicana de Valores,MXN,-,ZPA6N.MCO,ZPA6N MM,BNP Paribas Arbitrage
IE000O5FBC47,Borsa Italiana,EUR,-,PABUS.MI CLUSEURINAV=SOLA,PABUS IM CLUSEUIV,BNP Paribas Arbitrage
IE000O5FBC47,Euronext Paris,EUR,PABU,ZPA5.PA CLUSEURINAV=SOLA,PABU FP CLUSEUIV,BNP Paribas Arbitrage
IE000O5FBC47,London Stock Exchange,GBP,CLMT,CLMT.L PABLGBPINAV=SOLA,CLMT LN PABLGBIV,BNP Paribas Arbitrage
IE000O5FBC47,SIX Swiss Exchange,USD,PABU,PABUUSD.S CLUSUSDINAV=SOLA,PABU SW CLUSUSIV,BNP Paribas Arbitrage
IE000O5FBC47,SIX Swiss Exchange,CHF,PABU,PABU.S,,BNP Paribas Arbitrage
IE000O5FBC47,XETRA,GBP,ZPA7,ZPA5GBP.DE PABLGBPINAV=SOLA,ZPA7 GY PABLGBIV,BNP Paribas Arbitrage
IE000O5FBC47,XETRA,USD,ZPA6,ZPA5USD.DE CLUSUSDINAV=SOLA,ZPA6 GY CLUSUSIV,BNP Paribas Arbitrage
IE000O5FBC47,XETRA,EUR,ZPA5,ZPA5.DE CLUSEURINAV=SOLA,ZPA5 GY CLUSEUIV,BNP Paribas Arbitrage
IE000LAP5Z18,Borsa Italiana,EUR,WELE,- -,- -,-
IE000LAP5Z18,gettex,EUR,WELE,- -,- -,-
IE000LAP5Z18,Borsa Italiana,EUR,-,WELE.MI IWELEEURINAV=SOLA,WELE IM IWELE,BNP Paribas Arbitrage
IE000LAP5Z18,SIX Swiss Exchange,USD,WELE,WELE.S IWELFUSDINAV=SOLA,WELE SW IWELF,BNP Paribas Arbitrage
IE000LAP5Z18,XETRA,USD,WELF,WELEUSD.DE IWELFUSDINAV=SOLA,WELF GY IWELF,BNP Paribas Arbitrage
IE000LAP5Z18,XETRA,EUR,WELE,WELE.DE IWELEEURINAV=SOLA,WELE GY IWELE,BNP Paribas Arbitrage
LU0484968812,gettex,EUR,XB4F,- -,- -,-
LU0484968812,Stuttgart Stock Exchange,EUR,XB4F,- -,- -,-
LU0484968812,Borsa Italiana,EUR,XB4F,XB4F.MI XB4FNAV=DBFT,XB4F IM,
LU0484968812,SIX Swiss Exchange,CHF,XB4F,XB4F.S XB4FINAV.SG,XB4F SW XB4FIV,
LU0484968812,XETRA,EUR,XB4F,XB4F.DE XB4FCHFINAV=SOLA,XB4F GY XB4FCHIV,
IE0032523478,gettex,EUR,IBCS,- -,- -,-
IE0032523478,Stuttgart Stock Exchange,EUR,IBCS,- -,- -,-
IE0032523478,Bolsa Mexicana de Valores,MXN,-,IBCXN.MX,IBCXN MM,
IE0032523478,Borsa Italiana,EUR,IBCX,IBCX.MI IBCXINAV.DE,IBCX IM INAVBXCG,
IE0032523478,Euronext Amsterdam,EUR,IBCX,IBCX.AS IBCXINAV.DE,IBCX NA INAVBXCG,
IE0032523478,London Stock Exchange,EUR,IBCX,IBCX.L IBCXINAV.DE,IBCX LN INAVBXCG,
IE0032523478,SIX Swiss Exchange,CHF,IBCX,IBCX.S IBCXCHFINAV.DE,IBCX SE INAVEURC,
IE0032523478,XETRA,EUR,IBCS,IBCSz.DE IBCXINAV.DE,IBCS GY INAVBXCG,
IE00BLRPPV00,Borsa Italiana,EUR,VDST,- -,- -,-
IE00BLRPPV00,gettex,EUR,VUCF,- -,- -,-
IE00BLRPPV00,Bolsa Mexicana de Valores,MXN,-,VDSTN.MX,VDSTN MM,
IE00BLRPPV00,Frankfurt Stock Exchange,EUR,-,,IVDSTEUR,
IE00BLRPPV00,London Stock Exchange,USD,VDST,VDST.L,VDST LN IVDSTUSD,
IE00BLRPPV00,XETRA,EUR,VUCF,VUCF.DE,VUCF GY IVDSTEUR,
IE00BK5BQX27,gettex,EUR,VWCG,- -,- -,-
IE00BK5BQX27,Stuttgart Stock Exchange,EUR,VWCG,- -,- -,-
IE00BK5BQX27,Borsa Italiana,EUR,VWCG,,IVWCGEUR,
IE00BK5BQX27,Frankfurt Stock Exchange,EUR,-,,IVWCGEUR,
IE00BK5BQX27,Euronext Amsterdam,EUR,VWCG,VWCG.AS,VWCG NA IVWCGEUR,
IE00BK5BQX27,London Stock Exchange,USD,VWCG,VWCG.L,VWCG LN IVWCGUSD,
IE00BK5BQX27,London Stock Exchange,GBP,VEUA,VEUA.L,VEUA LN IVWCGGBP,
IE00BK5BQX27,SIX Swiss Exchange,CHF,VWCG,VWCG.S,VWCG SW IVWCGCHF,
IE00BK5BQX27,XETRA,EUR,VWCG,VWCG.DE,VWCG GY IVWCGEUR,
IE00BD4TXS21,gettex,EUR,4UBB,- -,- -,-
IE00BD4TXS21,Bolsa Mexicana de Valores,MXN,-,USAUSWN.MX,USAUSWN MM,Baader Bank AG Banca IMI S.p.A. Bank Julius Baer & Co. AG Citigroup Global Markets Limited Credit Suisse Sec. (Europe) Limited DRW Global Markets Ltd Flow Traders B.V. Goldman Sachs International HSBC Bank plc Jane Street Financial Limited Morgan Stanley & Co International plc Optiver V.O.F RBC Europe Ltd Societe Generale Susquehanna International Securities Limited UBS AG UniCredit Bank AG Virtu Financial Ireland Limited
IE00BD4TXS21,Borsa Italiana,EUR,USAUSW,USAUSW.MI USAUSWEURINAV=SOLA,USAUSW IM USAEUWIV,Baader Bank AG Banca IMI S.p.A. Bank Julius Baer & Co. AG Citigroup Global Markets Limited Credit Suisse Sec. (Europe) Limited DRW Global Markets Ltd Flow Traders B.V. Goldman Sachs International HSBC Bank plc Jane Street Financial Limited Morgan Stanley & Co International plc Optiver V.O.F RBC Europe Ltd Societe Generale Susquehanna International Securities Limited UBS AG UniCredit Bank AG Virtu Financial Ireland Limited
IE00BD4TXS21,SIX Swiss Exchange,USD,USAUSW,USAUSW.S USAUSWUSDINAV=SOLA,USAUSW SW IUSAUSW,Baader Bank AG Banca IMI S.p.A. Bank Julius Baer & Co. AG Citigroup Global Markets Limited Credit Suisse Sec. (Europe) Limited DRW Global Markets Ltd Flow Traders B.V. Goldman Sachs International HSBC Bank plc Jane Street Financial Limited Morgan Stanley & Co International plc Optiver V.O.F RBC Europe Ltd Societe Generale Susquehanna International Securities Limited UBS AG UniCredit Bank AG Virtu Financial Ireland Limited
IE00BD4TXS21,XETRA,EUR,4UBB,4UBB.DE USAUSWEURINAV=SOLA,4UBB GY USAEUWIV,
IE00BD9MMF62,gettex,EUR,JEST,- -,- -,-
IE00BD9MMF62,Stuttgart Stock Exchange,EUR,JEST,- -,- -,-
IE00BD9MMF62,Borsa Italiana,EUR,JEST,JEST.MI JESTEUiv.P,JEST IM JESTEUIV,
IE00BD9MMF62,Frankfurt Stock Exchange,EUR,-,JESTEUiv.P,JESTEUIV,
IE00BD9MMF62,London Stock Exchange,GBP,JSET,JSET.L JSETGBiv.P,JSET LN JSETGBIV,
IE00BD9MMF62,SIX Swiss Exchange,EUR,JEST,JEST.S JESTEUiv.P,JEST SW JESTEUIV,
IE00BD9MMF62,XETRA,EUR,JEST,JEST.DE JESTEUiv.P,JEST GY JESTEUIV,
IE00BMW42306,gettex,EUR,ESIF,- -,- -,-
IE00BMW42306,London Stock Exchange,GBP,ESIF,ESIF.L,ESIF LN,
IE00BMW42306,XETRA,EUR,ESIF,ESIF.DE 4JRZEUR=INAV,ESIF GY INAVES16,
IE00B3F81409,gettex,EUR,EUNU,- -,- -,-
IE00B3F81409,Stuttgart Stock Exchange,EUR,EUNU,- -,- -,-
IE00B3F81409,London Stock Exchange,USD,AGGG,AGGG.L 0Q6UINAV.DE,AGGG LN INAVAGGU,
IE00B3F81409,London Stock Exchange,GBP,SAGG,SAGG.LN 0Q6SINAV.DE,SAGG LN INAVAGGG,
IE00B3F81409,SIX Swiss Exchange,USD,AGGG,AGGG.S 0Q6UINAV.DE,AGGG SE INAVAGGU,
IE00B3F81409,XETRA,EUR,EUNU,EUNU.DE 4QCDEUR=INAV,EUNU GY INAVAGGE,
IE00B14X4S71,gettex,EUR,IUSU,- -,- -,-
IE00B14X4S71,Stuttgart Stock Exchange,EUR,IUSU,- -,- -,-
IE00B14X4S71,Bolsa Mexicana de Valores,MXN,-,IBTSN.MX,IBTSN MM,
IE00B14X4S71,Borsa Italiana,EUR,IBTS,IBTS.MI IBTSINAV.DE,IBTS IM INAVUSTE,
IE00B14X4S71,Euronext Amsterdam,EUR,IBTS,IBTS.AS IBTSINAV.DE,IBTS NA INAVUSTE,
IE00B14X4S71,London Stock Exchange,USD,IDBT,IDBT.L IBTSUSDINAV.DE,IDBT LN INAVUSTU,
IE00B14X4S71,London Stock Exchange,GBP,IBTS,IBTS.L IBTSGBPINAV.DE,IBTS LN INAVUSTP,
IE00B14X4S71,SIX Swiss Exchange,USD,IBTS,IBTS.S IBTSUSDINAV.DE,IBTS SE INAVUSTU,
IE00B14X4S71,XETRA,EUR,IUSU,IUSU.DE IBTSGBPINAV.DE,IUSU GY INAVUSTP,
IE00BGYWSV06,gettex,EUR,VAGY,- -,- -,-
IE00BGYWSV06,Bolsa Mexicana de Valores,USD,-,VDCA.MX,VDCA MM,
IE00BGYWSV06,Borsa Italiana,EUR,VDCA,,IVDCAEUR,
IE00BGYWSV06,Frankfurt Stock Exchange,EUR,-,,IVDCAEUR,
IE00BGYWSV06,London Stock Exchange,USD,VDCA,VDCA.L,VDCA LN IVDCAUSD,
IE00BGYWSV06,London Stock Exchange,GBP,VSCA,VSCA.L,VSCA LN IVDCAGBP,
IE00BGYWSV06,SIX Swiss Exchange,CHF,VSCA,VSCA.S,VSCA SW IVDCACHF,
IE00BGYWSV06,XETRA,EUR,VAGY,VAGY.DE,VAGY GY IVDCAEUR,
LU0290355717,gettex,EUR,XGLE,- -,- -,-
LU0290355717,Stuttgart Stock Exchange,EUR,DBXN,- -,- -,-
LU0290355717,Borsa Italiana,EUR,XGLE,XGLE.MI XGLEINAV.SG,XGLE IM XGLEIV,
LU0290355717,London Stock Exchange,EUR,XGLE,XGLES.L XGLENAV=DBFT,XGLE LN,
LU0290355717,XETRA,EUR,XGLE,XGLE.DE,XGLE GY,
DE000A1EK0G3,XETRA,EUR,XAD1,- -,- -,-
DE000A1EK0G3,gettex,EUR,XAD1,- -,- -,-
DE000A1EK0G3,Borsa Italiana,EUR,XAD1,- -,- -,-
DE000A1EK0G3,Stuttgart Stock Exchange,EUR,XAD1,- -,- -,-
DE000A1EK0G3,London Stock Exchange,EUR,OXA1,- -,- -,-
DE000A1EK0G3,SIX Swiss Exchange,EUR,XAD1,- -,- -,-
IE00B5L65R35,London Stock Exchange,EUR,ES15,ES15.L IS15INAV.DE,ES15 LN INAVS15E,
IE00B5L65R35,London Stock Exchange,GBP,IS15,IS15.L IS15GINAV.DE,IS15 LN INAVS15G,
IE00B5L65R35,SIX Swiss Exchange,GBP,IS15,IS15.S IS15GINAV.DE,IS15 SE INAVS15G,
IE00B1TXK627,London Stock Exchange,GBX,IH2O,- -,- -,-
IE00B1TXK627,gettex,EUR,IQQQ,- -,- -,-
IE00B1TXK627,Stuttgart Stock Exchange,EUR,IQQQ,- -,- -,-
IE00B1TXK627,Bolsa Mexicana de Valores,MXN,-,IH2ON.MX,IH2ON MM,
IE00B1TXK627,Borsa Italiana,EUR,IH2O,IH2O.MI IH2OINAV.DE,IH2O IM INAVSGFE,
IE00B1TXK627,London Stock Exchange,USD,DH2O,DH2O.L IH2OUSDINAV.DE,DH2O LN INAVSGFU,
IE00B1TXK627,London Stock Exchange,GBP,-,IH2O.L IH2OGBPINAV.DE,IH2O LN INAVSGWG,
IE00B1TXK627,SIX Swiss Exchange,USD,IH2O,IH2O.S IH2OUSDINAV.DE,IH2O SE INAVSGFU,
IE00B1TXK627,XETRA,EUR,IQQQ,IQQQ.DE IH2OGBPINAV.DE,IQQQ GY INAVSGWG,
IE00BFM6TC58,gettex,EUR,SXRC,- -,- -,-
IE00BFM6TC58,Bolsa Mexicana de Valores,MXN,-,DTLAN.MX,DTLAN MM,
IE00BFM6TC58,London Stock Exchange,USD,DTLA,DTLA.L 0J9DINAV.DE,DTLA LN INAVDTLU,
LU1079841513,gettex,EUR,EUPC,- -,- -,-
LU1079841513,London Stock Exchange,GBX,CAPU,- -,- -,-
LU1079841513,Bolsa Mexicana de Valores,USD,-,,UCAPN MX IUCAP,BNP PARIBAS
LU1079841513,London Stock Exchange,GBP,-,OSCAPU.L,CAPU LN IUCAP,BNP PARIBAS
LU1079841513,London Stock Exchange,USD,UCAP,UCAP.L,UCAP LN IUCAP,BNP PARIBAS
LU1079841513,SIX Swiss Exchange,USD,UCAP,UCAP.S,UCAP SW IUCAP,BNP PARIBAS
LU1079841513,XETRA,EUR,EUPC,,,
LU2244387457,gettex,EUR,ASRE,- -,- -,-
LU2244387457,Borsa Italiana,EUR,GEMU,GEMU.MI IGEMUINAV.PA,GEMU IM IGEMU,BNP Paribas
LU2244387457,Euronext Paris,EUR,GEMU,GEMU.PA IGEMUINAV.PA,GEMU FP IGEMU,BNP Paribas
LU2244387457,SIX Swiss Exchange,EUR,EMUGB,EMUGB.S IGEMUINAV.PA,EMUGB SE IGEMU,BNP Paribas
LU2244387457,XETRA,EUR,ASRE,ASREG.DE IGEMUINAV.PA,ASRE GY IGEMU,BNP Paribas
IE00B00FV011,gettex,EUR,2B7Q,- -,- -,-
IE00B00FV011,London Stock Exchange,GBP,SLXX,SLXX.L SLXXGBPINAV.DE,SLXX LN INAVSLXP,
IE00B00FV011,SIX Swiss Exchange,GBP,SLXX,SLXX.S SLXXGBPINAV.DE,SLXX SE INAVSLXP,
IE000NFR7C63,gettex,EUR,CBUK,- -,- -,-
IE000NFR7C63,Bolsa Mexicana de Valores,MXN,-,CTEC2N.MX,CTEC2N MM,
IE000NFR7C63,Euronext Amsterdam,USD,CTEC,CTECM.AS,CTEC NA,
IE000NFR7C63,London Stock Exchange,GBP,CTCE,,,
IE000NFR7C63,SIX Swiss Exchange,USD,CTEC,,CTEC SE,
IE000NFR7C63,XETRA,EUR,CBUK,CBUK.DE AAZSEUR=INAV,CBUK GY INAVCTE2,
IE00BYM11J43,Bolsa Mexicana de Valores,MXN,-,ACWIUN.MX,ACWIUN MM,UBS AG
IE00BYM11J43,SIX Swiss Exchange,USD,ACWIU,ACWIU.S ACWIUUSDINAV=SOLA,ACWIU SW IACWIU,UBS AG
IE000HFXP0D2,gettex,EUR,JRGD,- -,- -,-
IE000HFXP0D2,Frankfurt Stock Exchange,EUR,-,JRGDEUiv.P,JRGDEUIV,
IE000HFXP0D2,London Stock Exchange,GBX,JRDG,JRDG.L JRGDGBiv.P,JRDG LN JRGDGBIV,
IE000HFXP0D2,London Stock Exchange,USD,JRGD,JRGD.L JRGDUSiv.P,JRGD LN JRGDUSIV,
IE000HFXP0D2,London Stock Exchange,GBP,-,JRDG.L JRGDGBiv.P,JRDG LN JRGDGBIV,
IE000HFXP0D2,XETRA,EUR,JRGD,JRGD.DE JRGDEUiv.P,JRGD GY JRGDEUIV,
LU0480132876,gettex,EUR,UIMI,- -,- -,-
LU0480132876,Stuttgart Stock Exchange,EUR,UIMI,- -,- -,-
LU0480132876,Borsa Italiana,EUR,EMMEUA,EMMEUA.MI IEMMEUAINAV=SOLA,EMMEUA IM UETFUIMI,ABN AMRO Clearing Bank N.V. Baader Bank AG Banca IMI S.p.A. Bank Julius Baer & Co. AG Barclays Capital Securities Limited Bluefin Europe LLP Citigroup Global Markets Limited Credit Suisse Sec. (Europe) Limited Deutsche Bank AG DRW Global Markets Ltd Flow Traders B.V. Goldman Sachs International HSBC Bank plc Jane Street Financial Limited JP Morgan Securities PLC Merrill Lynch International Morgan Stanley & Co International plc Optiver V.O.F RBC Europe Ltd Societe Generale Susquehanna International Securities Limited UBS AG UniCredit Bank AG Virtu Financial Ireland Limited
LU0480132876,Euronext Amsterdam,EUR,UIMI,UIMI.AS IEMMEUAINAV=SOLA,UIMI NA UETFUIMI,ABN AMRO Clearing Bank N.V. Baader Bank AG Banca IMI S.p.A. Bank Julius Baer & Co. AG Barclays Capital Securities Limited Bluefin Europe LLP Citigroup Global Markets Limited Credit Suisse Sec. (Europe) Limited Deutsche Bank AG DRW Global Markets Ltd Flow Traders B.V. Goldman Sachs International HSBC Bank plc Jane Street Financial Limited JP Morgan Securities PLC Merrill Lynch International Morgan Stanley & Co International plc Optiver V.O.F RBC Europe Ltd Societe Generale Susquehanna International Securities Limited UBS AG UniCredit Bank AG Virtu Financial Ireland Limited
LU0480132876,London Stock Exchange,GBX,UB32,UB32.L IEMMGBAINAV=SOLA,UB32 LN UETFUB32,ABN AMRO Clearing Bank N.V. Baader Bank AG Banca IMI S.p.A. Bank Julius Baer & Co. AG Barclays Capital Securities Limited Bluefin Europe LLP Citigroup Global Markets Limited Credit Suisse Sec. (Europe) Limited Deutsche Bank AG DRW Global Markets Ltd Flow Traders B.V. Goldman Sachs International HSBC Bank plc Jane Street Financial Limited JP Morgan Securities PLC Merrill Lynch International Morgan Stanley & Co International plc Optiver V.O.F RBC Europe Ltd Societe Generale Susquehanna International Securities Limited UBS AG UniCredit Bank AG Virtu Financial Ireland Limited
LU0480132876,London Stock Exchange,USD,UB30,UB30.L IEMMUSAINAV=SOLA,UB30 LN UETFUB30,ABN AMRO Clearing Bank N.V. Baader Bank AG Banca IMI S.p.A. Bank Julius Baer & Co. AG Barclays Capital Securities Limited Bluefin Europe LLP Citigroup Global Markets Limited Credit Suisse Sec. (Europe) Limited Deutsche Bank AG DRW Global Markets Ltd Flow Traders B.V. Goldman Sachs International HSBC Bank plc Jane Street Financial Limited JP Morgan Securities PLC Merrill Lynch International Morgan Stanley & Co International plc Optiver V.O.F RBC Europe Ltd Societe Generale Susquehanna International Securities Limited UBS AG UniCredit Bank AG Virtu Financial Ireland Limited
LU0480132876,SIX Swiss Exchange,USD,EMMUSA,EMMUSA.S IEMMUSAINAV=SOLA,EMMUSA SW UETFUB30,ABN AMRO Clearing Bank N.V. Baader Bank AG Banca IMI S.p.A. Bank Julius Baer & Co. AG Barclays Capital Securities Limited Bluefin Europe LLP Citigroup Global Markets Limited Credit Suisse Sec. (Europe) Limited Deutsche Bank AG DRW Global Markets Ltd Flow Traders B.V. Goldman Sachs International HSBC Bank plc Jane Street Financial Limited JP Morgan Securities PLC Merrill Lynch International Morgan Stanley & Co International plc Optiver V.O.F RBC Europe Ltd Societe Generale Susquehanna International Securities Limited UBS AG UniCredit Bank AG Virtu Financial Ireland Limited
LU0480132876,SIX Swiss Exchange,CHF,EMMUSA,EMMCHA.S EMMUSACHFINAV=SOLA,EMMCHA SW IEMMCHAS,ABN AMRO Clearing Bank N.V. Baader Bank AG Banca IMI S.p.A. Bank Julius Baer & Co. AG Barclays Capital Securities Limited Bluefin Europe LLP Citigroup Global Markets Limited Credit Suisse Sec. (Europe) Limited Deutsche Bank AG DRW Global Markets Ltd Flow Traders B.V. Goldman Sachs International HSBC Bank plc Jane Street Financial Limited JP Morgan Securities PLC Merrill Lynch International Morgan Stanley & Co International plc Optiver V.O.F RBC Europe Ltd Societe Generale Susquehanna International Securities Limited UBS AG UniCredit Bank AG Virtu Financial Ireland Limited
LU0480132876,XETRA,EUR,UIMI,EMMEUA.DE IEMMEUAINAV=SOLA,UIMI GY UETFUIMI,ABN AMRO Clearing Bank N.V. Baader Bank AG Banca IMI S.p.A. Bank Julius Baer & Co. AG Barclays Capital Securities Limited Bluefin Europe LLP Citigroup Global Markets Limited Credit Suisse Sec. (Europe) Limited Deutsche Bank AG DRW Global Markets Ltd Flow Traders B.V. Goldman Sachs International HSBC Bank plc Jane Street Financial Limited JP Morgan Securities PLC Merrill Lynch International Morgan Stanley & Co International plc Optiver V.O.F RBC Europe Ltd Societe Generale Susquehanna International Securities Limited UBS AG UniCredit Bank AG Virtu Financial Ireland Limited
IE00BG47K971,London Stock Exchange,GBP,VAGS,VAGS.L,VAGS LN IVAGSGBP,
IE00BDQZMX67,Bolsa Mexicana de Valores,MXN,-,AWESGN.MX,AWESGN MM,
IE00BDQZMX67,Borsa Italiana,EUR,AWESG,AWESG.MI AWESGEURINAV=SOLA,AWESG IM AWESGEIV,
IE00BDQZMX67,SIX Swiss Exchange,USD,AWESG,AWESGU.S AWESGUSDINAV=SOLA,AWESGU SW AWESGUIV,
IE00BDQZMX67,SIX Swiss Exchange,CHF,AWESG,AWESG.S AWETCHFINAV=SOLA,AWESG SW AWETCHIV,Baader Bank AG Banca IMI S.p.A. Bank Julius Baer & Co. AG Citigroup Global Markets Limited Credit Suisse Sec. (Europe) Limited DRW Global Markets Ltd Flow Traders B.V. Goldman Sachs International HSBC Bank plc Jane Street Financial Limited Morgan Stanley & Co International plc Optiver V.O.F RBC Europe Ltd Societe Generale Susquehanna International Securities Limited UBS AG UniCredit Bank AG Virtu Financial Ireland Limited
LU1829220216,Borsa Italiana,EUR,ACWI,- -,- -,-
LU1829220216,gettex,EUR,LYY0,- -,- -,-
LU1829220216,Stuttgart Stock Exchange,EUR,LYY0,- -,- -,-
LU1829220216,Borsa Italiana,EUR,-,LYACWI.MI ACWIINAV=SOLA,ACWI IM ACWIEUIV,Societe Generale Corporate and Investment Banking
LU1829220216,Euronext Paris,EUR,ACWI,LYXACWI.PA ACWIINAV=SOLA,ACWI FP ACWIEUIV,Societe Generale Corporate and Investment Banking
LU1829220216,XETRA,EUR,LYY0,LYY0.DE ACWIINAV=SOLA,LYY0 GY ACWIEUIV,Societe Generale Corporate and Investment Banking
IE00BQT3WG13,London Stock Exchange,GBX,IASH,- -,- -,-
IE00BQT3WG13,gettex,EUR,36BZ,- -,- -,-
IE00BQT3WG13,Stuttgart Stock Exchange,EUR,36BZ,- -,- -,-
IE00BQT3WG13,Bolsa Mexicana de Valores,MXN,-,CNYAN.MX 0J2NINAV.DE,CNYAN MM INAVASHU,
IE00BQT3WG13,Euronext Amsterdam,EUR,CNYA,,CNYA NA,
IE00BQT3WG13,London Stock Exchange,USD,CNYA,CNYA.L 0J2NINAV.DE,CNYA LN INAVASHU,
IE00BQT3WG13,London Stock Exchange,GBP,-,IASH.L 0J2LINAV.DE,IASH LN INAVASHG,
